nname,name_raw,inst_id,inst_name,inst_country,n_obs,n_sys
university studi urbino carlo bo carlo bo university urbino,Università degli Studi di Urbino Carlo Bo - Carlo Bo University of Urbino,U06766,University of Urbino,Italy,1,1
university studi verona,Università degli Studi di Verona,U06924,Università degli Studi di Verona,,1,1
university stuttgart,University of Stuttgart,U06693,University of Stuttgart,Germany,63,10
university sudwestfalen,Fachhochschule Sudwestfalen,U01453,Fachhochschule Sudwestfalen,,1,1
university suffolk,University of Suffolk,U06694,University of Suffolk,,1,1
university sul santa catarina unisul,Universidade do Sul de Santa Catarina UNISUL,U05764,Universidade do Sul de Santa Catarina UNISUL,,1,1
university sulaimani,University of Sulaimani,U06695,University of Sulaimani,Iraq,3,2
university sulimanyah,University of Sulimanyah,U06696,University of Sulimanyah,Iraq,1,1
university sultan ageng tirtayasa,Universitas Sultan Ageng Tirtayasa,U05843,Universitas Sultan Ageng Tirtayasa,,1,1
university sultan moulay slimane,Université Sultan Moulay Slimane,U06992,Université Sultan Moulay Slimane,Morocco,3,1
university sultan moulay slimane beni mellal,Université Sultan Moulay Slimane Beni Mellal,U06992,Université Sultan Moulay Slimane,Morocco,1,1
university sultan zainal abidin,Universiti Sultan Zainal Abidin,U05888,Universiti Sultan Zainal Abidin,Malaysia,4,2
university sultan zainal abidin university darul iman malaysia,Universiti Sultan Zainal Abidin (Universiti Darul Iman Malaysia),U05889,Universiti Sultan Zainal Abidin (Universiti Darul Iman Malaysia),,1,1
university sumatera utara,Universitas Sumatera Utara,U05844,Universitas Sumatera Utara,Indonesia,11,3
university sunderland,University of Sunderland,U06697,University of Sunderland,United Kingdom,5,2
university sunshine coast,University of the Sunshine Coast,U06879,University of the Sunshine Coast,Australia,23,7
university surabaya,Universitas Surabaya,U05845,Universitas Surabaya,,1,1
university surrey,University of Surrey,U06698,University of Surrey,United Kingdom,61,9
university sussex,University of Sussex,U06699,University of Sussex,United Kingdom,63,8
university svizzera italiana,Università della Svizzera italiana,U06930,Università della Svizzera italiana,Switzerland,13,4
university svizzera italiana lugano,Università della Svizzera Italiana Lugano,U06929,Università della Svizzera Italiana Lugano,,1,1
university swabi,University of Swabi,U06700,University of Swabi,,1,1
university sydney,University of Sydney,U06701,University of Sydney,Australia,105,10
university syiah kuala,Universitas Syiah Kuala,U05846,Universitas Syiah Kuala,Indonesia,5,3
university system maryland,University System of Maryland,U05926,University System of Maryland,United States,2,1
university szczecin,University of Szczecin,U06702,University of Szczecin,Poland,4,3
university szeged,University of Szeged,U06703,University of Szeged,Hungary,54,7
university szeged szegedi tudomanyegyetem szte,University of Szeged / Szegedi Tudományegyetem SZTE,U06704,University of Szeged / Szegedi Tudományegyetem SZTE,,1,1
university tabriz,University of Tabriz,U06705,University of Tabriz,Iran,25,8
university tabuk,University of Tabuk,U06706,University of Tabuk,Saudi Arabia,11,4
university tadulako,Universitas Tadulako,U05847,Universitas Tadulako,,1,1
university taipei,University of Taipei,U06707,University of Taipei,Taiwan,2,1
university taipei municipal university education,University of Taipei (Taipei Municipal University of Education),U06708,University of Taipei (Taipei Municipal University of Education),,1,1
university talca,Universidad de Talca,U05604,Universidad de Talca,Chile,29,6
university tampa,University of Tampa,U06709,University of Tampa,,1,1
university tampere,University of Tampere,U06710,University of Tampere,Finland,25,6
university tarapaca,University of Tarapacá,U06711,University of Tarapacá,Chile,17,6
university tartu,University of Tartu,U06712,University of Tartu,Estonia,45,7
university tartu ulikool,University of Tartu / Tartu Ülikool,U06713,University of Tartu / Tartu Ülikool,,1,1
university tashkent applied science,University of Tashkent for Applied Sciences,U06714,University of Tashkent for Applied Sciences,Uzbekistan,1,1
university tasmania,University of Tasmania,U06715,University of Tasmania,Australia,61,8
university taubate unitau,Universidade de Taubaté UNITAU,U05749,Universidade de Taubaté UNITAU,,1,1
university tebessa larbi tebessi,Université de Tébessa Larbi Tébessi,U07063,Université de Tébessa Larbi Tébessi,,1,1
university technik wirtschaft berlin,Hochschule für Technik und Wirtschaft Berlin,U02029,Hochschule für Technik und Wirtschaft Berlin,,1,1
university technik wirtschaft dresden,Hochschule für Technik und Wirtschaft Dresden,U02030,Hochschule für Technik und Wirtschaft Dresden,,1,1
university technik wirtschaft kultur leipzig,Hochschule für Technik Wirtschaft und Kultur Leipzig,U02028,Hochschule für Technik Wirtschaft und Kultur Leipzig,,1,1
university technikum karnten,Fachhochschule Technikum Kärnten,U01454,Fachhochschule Technikum Kärnten,,1,1
university technikum wien,Fachhochschule Technikum Wien,U01455,Fachhochschule Technikum Wien,,1,1
university technologie belfort montbeliard,Université de Technologie de Belfort-Montbéliard (UTBM),U07054,Université de Technologie de Belfort-Montbéliard (UTBM),France,1,1
university technologie belfort montbeliard comue university bourgogne franche comte,Université de Technologie de Belfort Montbéliard (comUE Université Bourgogne Franche Comté),U07053,Université de Technologie de Belfort Montbéliard (comUE Université Bourgogne Franche Comté),,1,1
university technologie compiegne,UNIVERSITÉ DE TECHNOLOGIE DE COMPIÈGNE (UTC),U05319,UNIVERSITÉ DE TECHNOLOGIE DE COMPIÈGNE (UTC),France,5,1
university technologie compiegne comue sorbonne universites,Université de Technologie de Compiègne (comUE Sorbonne Universités),U07055,Université de Technologie de Compiègne (comUE Sorbonne Universités),,1,1
university technologie troyes comue university champagne,Université de Technologie de Troyes (comUE Université de Champagne),U07056,Université de Technologie de Troyes (comUE Université de Champagne),,1,1
university technology,University of Technology,U06716,University of Technology Sydney,Australia,2,1
university technology belfort montbeliard,University of Technology of Belfort-Montbéliard,U06717,University of Technology of Belfort-Montbéliard,France,3,2
university technology bolivar,Universidad Tecnológica de Bolívar,U05546,Universidad Tecnológica de Bolívar,Colombia,5,2
university technology brunei,Universiti Teknologi Brunei,U05891,Universiti Teknologi Brunei,Brunei,12,3
university technology centroamericana,Universidad Tecnológica Centroamericana (UNITEC),U05543,Universidad Tecnológica Centroamericana (UNITEC),Honduras,2,1
university technology compiegne,University of Technology of Compiègne,U06718,University of Technology of Compiègne,France,10,2
university technology federal parana,Universidade Tecnológica Federal do Paraná (UTFPR),U05738,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,8,2
university technology federal parana utfpr,Universidade Tecnológica Federal do Paraná UTFPR,U05739,Universidade Tecnológica Federal do Paraná UTFPR,,1,1
university technology habana jose antonio echeverria,Universidad Tecnológica de La Habana José Antonio Echeverría,U05547,Universidad Tecnológica de La Habana José Antonio Echeverría,,1,1
university technology habana jose antonio echeverria cujae,"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",U05550,"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",Cuba,4,1
university technology iraq,"University of Technology, Iraq",U06720,"University of Technology, Iraq",Iraq,9,3
university technology malaysia,Universiti Teknologi Malaysia,U05893,Universiti Teknologi Malaysia,Malaysia,40,8
university technology mara,Universiti Teknologi MARA,U05892,Universiti Teknologi MARA,Malaysia,11,2
university technology mara uitm,Universiti Teknologi MARA - UiTM,U05892,Universiti Teknologi MARA,Malaysia,15,1
university technology mara university technology,Universiti Teknologi MARA / MARA University of Technology,U05892,Universiti Teknologi MARA,Malaysia,1,1
university technology metropolitana,Universidad Tecnológica Metropolitana,U05544,Universidad Tecnológica Metropolitana,Chile,2,2
university technology national,Universidad Tecnológica Nacional (UTN),U05545,Universidad Tecnológica Nacional (UTN),Argentina,15,2
university technology panama,Universidad Tecnológica de Panamá (UTP),U05548,Universidad Tecnológica de Panamá (UTP),Panama,10,2
university technology pereira,Universidad Tecnológica de Pereira,U05549,Universidad Tecnológica de Pereira,Colombia,5,2
university technology peru,Universidad Tecnológica del Perú,U05551,Universidad Tecnológica del Perú,,1,1
university technology petronas,Universiti Teknologi PETRONAS (UTP),U05894,Universiti Teknologi PETRONAS (UTP),Malaysia,25,5
university technology sydney,University of Technology Sydney,U06716,University of Technology Sydney,Australia,56,9
university technology troyes,University of Technology of Troyes,U06719,University of Technology of Troyes,France,6,1
university tecnica ambato,Universidad Técnica de Ambato,U05554,Universidad Técnica de Ambato,,1,1
university tecnica federico santa maria,Universidad Técnica Federico Santa María (USM),U01517,Federico Santa María Technical University,Chile,17,3
university tecnica lisboa,UNIVERSIDADE TÉCNICA DE LISBOA,U05744,Universidade de Lisboa,Portugal,2,1
university tecnica manabi,Universidad Técnica de Manabí,U05555,Universidad Técnica de Manabí,Ecuador,3,2
university tecnica particular loja,Universidad Técnica Particular de Loja,U05553,Universidad Técnica Particular de Loja,Ecuador,9,3
university teesside,University of Teesside,U05046,Teesside University,United Kingdom,1,1
university tehran,University of Tehran,U06721,University of Tehran,Iran,50,8
university teknikal malaysia melaka,Universiti Teknikal Malaysia Melaka,U05890,Universiti Teknikal Malaysia Melaka,Malaysia,11,3
university telematica internazionale uninettuno,Università Telematica Internazionale UniNettuno,U06897,Università Telematica Internazionale UniNettuno,,1,1
university telematica san raffaele roma,Università Telematica San Raffaele Roma,U06898,Università Telematica San Raffaele Roma,,1,1
university tenaga nasional,Universiti Tenaga Nasional (UNITEN),U05895,Universiti Tenaga Nasional (UNITEN),Malaysia,20,4
university tennessee,University of Tennessee,U06722,University of Tennessee - Knoxville,United States,2,2
university tennessee chattanooga,University of Tennessee Chattanooga,U06723,University of Tennessee Chattanooga,,1,1
university tennessee health science center,University of Tennessee Health Science Center,U06724,University of Tennessee Health Science Center,United States,15,4
university tennessee knoxville,University of Tennessee - Knoxville,U06722,University of Tennessee - Knoxville,United States,66,8
university tennessee martin,University of Tennessee Martin,U06725,University of Tennessee Martin,,1,1
university teramo,University of Teramo,U06726,University of Teramo,Italy,1,1
university terbuka,Universitas Terbuka,U05848,Universitas Terbuka,,1,1
university texas arlington,University of Texas at Arlington,U06730,University of Texas at Arlington,United States,33,8
university texas austin,University of Texas at Austin,U06731,University of Texas at Austin,United States,101,9
university texas austin ut austin,The University of Texas at Austin (UT Austin),U06731,University of Texas at Austin,United States,5,1
university texas dallas,University of Texas at Dallas,U06732,University of Texas at Dallas,United States,60,8
university texas dallas ut dallas,The University of Texas at Dallas (UT Dallas),U06732,University of Texas at Dallas,United States,2,1
university texas health science center houston,The University of Texas Health Science Center at Houston,U05155,The University of Texas Health Science Center at Houston,United States,34,7
university texas health science center houston uthealth,The University of Texas Health Science Center at Houston (UTHealth),U05155,The University of Texas Health Science Center at Houston,United States,2,1
university texas health science center san antonio,The University of Texas Health Science Center at San Antonio,U05156,The University of Texas Health Science Center at San Antonio,United States,29,5
university texas health science center san antonio ut health san antonio,The University of Texas Health Science Center at San Antonio (UT Health San Antonio),U05156,The University of Texas Health Science Center at San Antonio,United States,1,1
university texas m d anderson cancer center,The University of Texas M. D. Anderson Cancer Center,U05157,The University of Texas M. D. Anderson Cancer Center,United States,34,3
university texas md anderson cancer center,University of Texas MD Anderson Cancer Center,U05157,The University of Texas M. D. Anderson Cancer Center,United States,18,3
university texas medical branch,University of Texas Medical Branch (UTMB),U05158,The University of Texas Medical Branch at Galveston,United States,4,2
university texas medical branch galveston,The University of Texas Medical Branch at Galveston,U05158,The University of Texas Medical Branch at Galveston,United States,27,5
university texas paso,University of Texas at El Paso,U06733,University of Texas at El Paso,United States,30,8
university texas rio grande valley,University of Texas Rio Grande Valley,U06727,University of Texas Rio Grande Valley,United States,9,4
university texas san antonio,The University of Texas at San Antonio,U05161,The University of Texas at San Antonio,United States,38,8
university texas san antonio ut san antonio,The University of Texas at San Antonio (UT San Antonio),U05161,The University of Texas at San Antonio,United States,1,1
university texas southwestern medical center,University of Texas Southwestern Medical Center,U05160,The University of Texas Southwestern Medical Center at Dallas,United States,28,4
university texas southwestern medical center dallas,The University of Texas Southwestern Medical Center at Dallas,U05160,The University of Texas Southwestern Medical Center at Dallas,United States,42,6
university texas southwestern medical center ut southwestern medical center,The University of Texas Southwestern Medical Center (UT Southwestern Medical Center),U05159,The University of Texas Southwestern Medical Center (UT Southwestern Medical Center),United States,4,1
university texas system,University of Texas System,U06728,University of Texas System,United States,4,1
university texas tyler,University of Texas Tyler,U06729,University of Texas Tyler,,1,1
university thessaly,University of Thessaly,U06734,University of Thessaly,Greece,21,8
university thi qar,University of Thi-Qar,U06735,University of Thi-Qar,Iraq,3,2
university tiaret ibn khaldoun,Université de Tiaret Ibn Khaldoun,U07057,Université de Tiaret Ibn Khaldoun,,1,1
university tiradentes unit,Universidade Tiradentes UNIT,U05740,Universidade Tiradentes UNIT,,1,1
university tirana university i tiranes,University of Tirana / Universiteti i Tiranës,U06736,University of Tirana / Universiteti i Tiranës,,1,1
university tizi ouzou mouloud maameri,Université de Tizi Ouzou Mouloud Maameri,U07058,Université de Tizi Ouzou Mouloud Maameri,,1,1
university tlemcen abou bekr belkaid,Université de Tlemcen Abou Bekr Belkaid,U05941,University of Abou Bekr Belkaïd Tlemcen,Algeria,1,1
university tokushima,The University of Tokushima,U05208,Tokushima University,Japan,21,3
university tokyo,The University of Tokyo,U05162,The University of Tokyo,Japan,106,10
university tokyo utokyo,The University of Tokyo (UTokyo),U05162,The University of Tokyo,Japan,5,1
university toledo,University of Toledo,U06737,University of Toledo,United States,32,8
university tolima,Universidad del Tolima,U05628,Universidad del Tolima,,1,1
university torcuato tella,Universidad Torcuato Di Tella,U05552,Universidad Torcuato Di Tella,Argentina,16,2
university toronto,University of Toronto,U06738,University of Toronto,Canada,106,10
university toronto u t,University of Toronto (U of T),U06738,University of Toronto,Canada,5,1
university toulon,University of Toulon,U06739,University of Toulon,France,4,3
university toulouse,University of Toulouse,U06985,Université Paul Sabatier Toulouse III,France,12,2
university toulouse 1,University of Toulouse 1,U05244,Toulouse 1 Capitole University,France,6,1
university toulouse 1 capitole,Université Toulouse 1 Capitole,U05244,Toulouse 1 Capitole University,France,14,1
university toulouse i university toulouse capitole university federale toulouse midi pyrenees,Université de Toulouse I / Université Toulouse Capitole (Université Fédérale Toulouse Midi- Pyrénées),U07059,Université de Toulouse I / Université Toulouse Capitole (Université Fédérale Toulouse Midi- Pyrénées),,1,1
university toulouse ii mirail,UNIVERSITÉ DE TOULOUSE II-LE MIRAIL,U05320,UNIVERSITÉ DE TOULOUSE II-LE MIRAIL,France,3,1
university toulouse ii university toulouse jean jaures university federale toulouse midi pyrenees,Université de Toulouse II / Université Toulouse Jean Jaurès (Université Fédérale Toulouse Midi-Pyrénées),U07060,Université de Toulouse II / Université Toulouse Jean Jaurès (Université Fédérale Toulouse Midi-Pyrénées),,1,1
university toulouse iii paul sabatier,UNIVERSITE TOULOUSE III - PAUL SABATIER,U06985,Université Paul Sabatier Toulouse III,France,3,1
university toulouse iii university toulouse paul sabatier university federale toulouse midi pyrenees,Université de Toulouse III / Université Toulouse Paul Sabatier (Université Fédérale Toulouse Midi- Pyrénées),U07061,Université de Toulouse III / Université Toulouse Paul Sabatier (Université Fédérale Toulouse Midi- Pyrénées),,1,1
university toulouse jean jaures,Université Toulouse - Jean Jaurès,U06993,Université Toulouse - Jean Jaurès,France,14,2
university tours,University of Tours,U06740,University of Tours,France,15,6
university tours university francois rabelais comue center val loire,Université de Tours / Université François Rabelais (ComUE Centre-Val de Loire),U07062,Université de Tours / Université François Rabelais (ComUE Centre-Val de Loire),,1,1
university toyama,University of Toyama,U06741,University of Toyama,Japan,23,7
university transport communications truong dai hoc giao thong tai,University of Transport and Communications / Trường Đại học Giao thông Vận tải,U06743,University of Transport and Communications / Trường Đại học Giao thông Vận tải,,1,1
university transport technology truong dai hoc cong nghe giao thong tai,University of Transport Technology / Trường Đại học Công nghệ giao thông vận tải,U06742,University of Transport Technology / Trường Đại học Công nghệ giao thông vận tải,,1,1
university tras os montes alto douro,University of Trás-os-Montes and Alto Douro,U06751,University of Trás-os-Montes and Alto Douro,Portugal,12,4
university trento,University of Trento,U06744,University of Trento,Italy,46,7
university trier,Universität Trier,U06943,Universität Trier,Germany,5,4
university trieste,University of Trieste,U06745,University of Trieste,Italy,51,7
university tripoli,University of Tripoli,U06746,University of Tripoli,Libya,2,2
university tripoli al fateh university,University of Tripoli (Al Fateh University),U06747,University of Tripoli (Al Fateh University),,1,1
university trisakti,Universitas Trisakti (USAKTI),U05849,Universitas Trisakti (USAKTI),Indonesia,3,2
university trnava trnavska univerzita v trnave,University of Trnava / Trnavská univerzita v Trnave,U06748,University of Trnava / Trnavská univerzita v Trnave,,1,1
university tromso,University of Tromso,U06749,University of Tromso,Norway,18,4
university tromso arctic university norway,University of Tromsø The Arctic University of Norway,U06749,University of Tromso,Norway,21,3
university tromso arctic university norway uit,University of Tromsø - The Arctic University of Norway (UiT),U06749,University of Tromso,Norway,1,1
university tromso university i tromso,University of Tromso / Universitetet i Tromsø,U06750,University of Tromso / Universitetet i Tromsø,,1,1
university tsukuba,University of Tsukuba,U06752,University of Tsukuba,Japan,63,9
university tubingen,University of Tübingen,U01346,Eberhard Karls Universität Tübingen,Germany,28,4
university tubingen uni tubingen,University of Tübingen (Uni Tübingen),U01346,Eberhard Karls Universität Tübingen,Germany,3,1
university tuebingen,University of Tuebingen,U01346,Eberhard Karls Universität Tübingen,Germany,23,1
university tulsa,University of Tulsa,U06753,University of Tulsa,United States,28,5
university tun hussein onn malaysia,Universiti Tun Hussein Onn Malaysia (UTHM),U05896,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,12,4
university tunis,University of Tunis,U06754,University of Tunis,Tunisia,11,3
university tunis manar,University of Tunis El Manar,U06755,University of Tunis El Manar,Tunisia,25,6
university tunku abdul rahman,Universiti Tunku Abdul Rahman (UTAR),U05897,Universiti Tunku Abdul Rahman (UTAR),Malaysia,19,4
university turin,University of Turin,U06756,University of Turin,Italy,59,7
university turku,University of Turku,U06757,University of Turku,Finland,59,7
university turku turun yliopisto,University of Turku / Turun yliopisto,U06758,University of Turku / Turun yliopisto,,1,1
university tuscia,University of Tuscia,U05282,Tuscia University,Italy,6,1
university tuzla univerzitet u tuzli,University of Tuzla / Univerzitet u Tuzli,U06759,University of Tuzla / Univerzitet u Tuzli,,1,1
university twente,University of Twente,U06760,University of Twente,Netherlands,67,8
university twente university twente,University of Twente / Universiteit Twente,U06760,University of Twente,Netherlands,1,1
university twente utwente,University of Twente (UTwente),U06760,University of Twente,Netherlands,2,1
university tyumen,University of Tyumen,U06761,University of Tyumen,Russia,8,2
university udayana,Universitas Udayana,U05333,Udayana University,Indonesia,1,1
university udine,University of Udine,U06762,University of Udine,Italy,23,6
university ulm,University of Ulm,U05341,Ulm University,Germany,33,5
university ulsan,University of Ulsan,U06763,University of Ulsan,South Korea,42,8
university ulster,University of Ulster,U06764,University of Ulster,United Kingdom,8,5
university upper alsace,University of Upper Alsace,U06765,University of Upper Alsace,France,2,1
university urbino,University of Urbino,U06766,University of Urbino,Italy,8,3
university urbino carlo bo,University of Urbino Carlo Bo,U06766,University of Urbino,Italy,11,1
university utah,University of Utah,U06767,University of Utah,United States,107,11
university utara malaysia,Universiti Utara Malaysia (UUM),U05898,Universiti Utara Malaysia (UUM),Malaysia,23,3
university ute,Universidad UTE,U05556,Universidad UTE,,1,1
university uyo,University of Uyo,U06768,University of Uyo,,1,1
university vaasa,University of Vaasa,U06769,University of Vaasa,Finland,6,2
university vaasa vaasan yliopisto,University of Vaasa / Vaasan yliopisto,U06770,University of Vaasa / Vaasan yliopisto,,1,1
university valachia targoviste,University Valachia Targoviste,U05927,University Valachia Targoviste,,1,1
university vale itajai univali,Universidade do Vale do Itajaí UNIVALI,U05765,Universidade do Vale do Itajaí UNIVALI,,1,1
university vale paraiba univap,Universidade do Vale do Paraíba UNIVAP,U05766,Universidade do Vale do Paraíba UNIVAP,,1,1
university vale rio sinos unisinos,Universidade do Vale do Rio dos Sinos UNISINOS,U05767,Universidade do Vale do Rio dos Sinos UNISINOS,,1,1
university valencia,University of Valencia,U06771,University of Valencia,Spain,73,10
university valenciennes et hainaut cambresis,Universite de Valenciennes et du Hainaut-Cambresis,U06772,University of Valenciennes and Hainaut-Cambresis,France,1,1
university valenciennes hainaut cambresis,University of Valenciennes and Hainaut-Cambresis,U06772,University of Valenciennes and Hainaut-Cambresis,France,2,1
university valladolid,University of Valladolid,U06773,University of Valladolid,Spain,27,7
university valladolid uva,University of Valladolid (UVa),U06773,University of Valladolid,Spain,1,1
university valle,Universidad del Valle,U05629,Universidad del Valle,Colombia,20,4
university valle cali univalle,Universidad del Valle Cali UNIVALLE,U05630,Universidad del Valle Cali UNIVALLE,,1,1
university valle guatemala,Universidad del Valle de Guatemala (UVG),U05631,Universidad del Valle de Guatemala (UVG),Guatemala,3,2
university valle mexico,Universidad del Valle de México (UVM),U05632,Universidad del Valle de México (UVM),Mexico,4,2
university valparaiso,Universidad de Valparaíso (UV),U05605,Universidad de Valparaíso (UV),Chile,27,6
university vechta niedersachen university vechta,Universität Vechta Niedersachen / University of Vechta,U06944,Universität Vechta Niedersachen / University of Vechta,,1,1
university venda,University of Venda,U06774,University of Venda,South Africa,4,2
university veracruz,University of Veracruz,U06775,University of Veracruz,Mexico,2,2
university veracruzana,Universidad Veracruzana,U05557,Universidad Veracruzana,Mexico,5,3
university vermont,University of Vermont,U06776,University of Vermont,United States,51,8
university verne,University of La Verne,U06314,University of La Verne,,1,1
university verona,University of Verona,U07145,Verona University,Italy,11,4
university versailles,University of Versailles,U06777,University of Versailles,France,2,1
university versailles saint quentin en yvelines,University of Versailles Saint-Quentin-en-Yvelines,U06778,University of Versailles Saint-Quentin-en-Yvelines,France,16,5
university versailles university versailles saint quentin en yvelines comue university paris saclay,Université de Versailles / Université de Versailles Saint Quentin en Yvelines (comUE Université Paris Saclay),U07064,Université de Versailles / Université de Versailles Saint Quentin en Yvelines (comUE Université Paris Saclay),,1,1
university veterinary animal science lahore,"University of Veterinary and Animal Sciences, Lahore",U06785,"University of Veterinary and Animal Sciences, Lahore",Pakistan,10,2
university veterinary animal science pakistan,University of Veterinary & Animal Science - Pakistan,U06779,University of Veterinary & Animal Science - Pakistan,Pakistan,1,1
university veterinary brno veterinarni univerzita v brne,University of Veterinary Brno / Veterinární Univerzita v Brně,U06780,University of Veterinary Brno / Veterinární Univerzita v Brně,,1,1
university veterinary medical budapest,University of Veterinary Medicine Budapest,U06781,University of Veterinary Medicine Budapest,,1,1
university veterinary medical hannover foundation,"University of Veterinary Medicine Hannover, Foundation",U03225,Medizinische Hochschule Hannover,Germany,1,1
university veterinary medical hannover tiho,University of Veterinary Medicine Hannover (TiHo),U06782,University of Veterinary Medicine Hannover (TiHo),Germany,1,1
university veterinary medical hanover,University of Veterinary Medicine Hanover,U06783,University of Veterinary Medicine Hanover,Germany,2,1
university veterinary medical vienna,University of Veterinary Medicine Vienna,U06784,University of Veterinary Medicine Vienna,Austria,14,6
university veterinary pharmaceutical science brno,University of Veterinary and Pharmaceutical Sciences Brno (VFU),U06786,University of Veterinary and Pharmaceutical Sciences Brno (VFU),Czechia,1,1
university vic central university catalonia,University of Vic – Central University of Catalonia,U06787,University of Vic – Central University of Catalonia,Spain,7,2
university vic university central catalunya,Universitat de Vic Universitat Central de Catalunya,U05860,Universitat de Vic Universitat Central de Catalunya,,1,1
university vic university central catalunya uvic ucc,Universitat de Vic - Universitat Central de Catalunya (UVic-UCC),U05859,Universitat de Vic - Universitat Central de Catalunya (UVic-UCC),Spain,1,1
university victor segalen bordeaux 2,UNIVERSITÉ VICTOR SEGALEN BORDEAUX 2,U07153,Victor Segalen Bordeaux 2 University,France,2,1
university victoria,University of Victoria,U06788,University of Victoria,Canada,47,5
university victoria british columbia,University of Victoria British Columbia,U06789,University of Victoria British Columbia,,1,1
university victoria uvic,University of Victoria (UVic),U06788,University of Victoria,Canada,15,3
university vienna,University of Vienna,U06790,University of Vienna,Austria,65,7
university vigo,University of Vigo,U06791,University of Vigo,Spain,40,8
university virgin islands,University of the Virgin Islands,U06880,University of the Virgin Islands,,1,1
university virginia,University of Virginia,U06792,University of Virginia,United States,86,10
university virginia main campus,University of Virginia (Main campus),U06792,University of Virginia,United States,16,1
university vita salute san raffaele,Università Vita-Salute San Raffaele,U07196,Vita-Salute San Raffaele University,Italy,11,4
university waikato,University of Waikato,U06793,University of Waikato,New Zealand,45,8
university wales trinity saint david,"University of Wales, Trinity Saint David",U06795,"University of Wales, Trinity Saint David",United Kingdom,2,1
university wales trinity saint david swansea metropolitan university,University of Wales Trinity Saint David (Swansea Metropolitan University),U06794,University of Wales Trinity Saint David (Swansea Metropolitan University),,1,1
university warmia,University of Warmia,U06797,University of Warmia and Mazury in Olsztyn,Poland,1,1
university warmia mazury olsztyn,University of Warmia and Mazury in Olsztyn,U06797,University of Warmia and Mazury in Olsztyn,Poland,15,4
university warmia mazury university warminsko mazurski w olsztynie academy rolniczo techniczna w olsztynie,University of Warmia and Mazury / Uniwersytet Warmińsko-Mazurski w Olsztynie (Akademia Rolniczo- Techniczna w Olsztynie),U06796,University of Warmia and Mazury / Uniwersytet Warmińsko-Mazurski w Olsztynie (Akademia Rolniczo- Techniczna w Olsztynie),,1,1
university warsaw,University of Warsaw,U06798,University of Warsaw,Poland,61,7
university warsaw university warszawski,University of Warsaw / Uniwersytet Warszawski,U06799,University of Warsaw / Uniwersytet Warszawski,,1,1
university warwick,University of Warwick,U06800,University of Warwick,United Kingdom,86,10
university washington,University of Washington,U06801,University of Washington,United States,89,9
university washington seattle,University of Washington - Seattle,U06802,University of Washington - Seattle,United States,22,3
university wasit,University of Wasit,U07238,Wasit University,Iraq,1,1
university waterloo,University of Waterloo,U06803,University of Waterloo,Canada,78,9
university west attica,University of West Attica,U06804,University of West Attica,Greece,6,3
university west bohemia,University of West Bohemia,U06805,University of West Bohemia,Czechia,18,3
university west bohemia pilsen,University of West Bohemia Pilsen,U06805,University of West Bohemia,Czechia,1,1
university west bohemia zapadoceska univerzita v plzni zcu,University of West Bohemia / Západočeská univerzita v Plzni ZČU,U06806,University of West Bohemia / Západočeská univerzita v Plzni ZČU,,1,1
university west england,University of West England,U05331,UWE Bristol (University of the West of England),United Kingdom,2,2
university west england bristol,"University of the West of England, Bristol",U05331,UWE Bristol (University of the West of England),United Kingdom,3,2
university west florida,University of West Florida,U06807,University of West Florida,,1,1
university west georgia,University of West Georgia,U06808,University of West Georgia,,1,1
university west hogskolan vast,University West / Högskolan Väst,U05928,University West / Högskolan Väst,,1,1
university west indies,The University of the West Indies,U05164,The University of the West Indies,Jamaica,11,4
university west indies cave hill campus barbados,University of the West Indies Cave Hill Campus Barbados,U06881,University of the West Indies Cave Hill Campus Barbados,,1,1
university west indies mona,"University of the West Indies, Mona",U05164,The University of the West Indies,Jamaica,1,1
university west indies saint augustine,University of the West Indies at St Augustine,U06882,University of the West Indies at St Augustine,,1,1
university west london,University of West London,U06809,University of West London,United Kingdom,3,1
university west london thames valley university,University of West London (Thames Valley University),U06810,University of West London (Thames Valley University),,1,1
university west scotland,University of the West of Scotland,U06883,University of the West of Scotland,United Kingdom,13,3
university west scotland university paisley,University of the West of Scotland (University of Paisley),U06884,University of the West of Scotland (University of Paisley),,1,1
university western australia,The University of Western Australia,U05163,The University of Western Australia,Australia,82,9
university western brittany,University of Western Brittany,U06811,University of Western Brittany,France,8,4
university western cape,University of the Western Cape,U06885,University of the Western Cape,South Africa,27,6
university western macedonia,University of Western Macedonia,U06812,University of Western Macedonia,Greece,5,2
university western ontario,University of Western Ontario,U07276,Western University,Canada,13,2
university western sydney,University of Western Sydney,U07275,Western Sydney University,Australia,6,2
university westminster,University of Westminster,U06813,University of Westminster,United Kingdom,25,5
university wien,Universitat Wien,U05857,Universitat Wien,Austria,5,3
university wiener neustadt,Fachhochschule Wiener Neustadt,U01456,Fachhochschule Wiener Neustadt,,1,1
university winchester,University of Winchester,U06814,University of Winchester,United Kingdom,5,2
university windsor,University of Windsor,U06815,University of Windsor,Canada,34,7
university windsor uwin,University of Windsor (UWin),U06815,University of Windsor,Canada,1,1
